C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_619.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_619.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_619.jpg,0,0,0,8.384972E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_687.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_687.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_687.jpg,0,0,0,1.679852E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_760.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_760.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_760.jpg,0,0,0,1.607848E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_828.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_828.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_828.jpg,0,0,0,6.427239E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_896.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_896.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_896.jpg,0,0,0,1.111274E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_28_964.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_28_964.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_28_964.jpg,0,0,0,1.46679E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_032.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_032.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_032.jpg,0,0,0,7.935652E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_098.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_098.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_098.jpg,0,0,0,1.440656E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_167.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_167.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_167.jpg,0,0,0,1.320988E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_234.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_234.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_234.jpg,0,0,0,7.502112E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_302.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_302.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_302.jpg,0,0,0,2.559855E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_370.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_370.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_370.jpg,0,0,0,8.192799E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_438.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_438.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_438.jpg,0,0,0,8.192273E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_512.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_512.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_512.jpg,0,0,0,1.287434E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_584.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_584.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_584.jpg,0,0,0,2.348034E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_653.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_653.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_653.jpg,0,0,0,8.257784E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_721.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_721.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_721.jpg,0,0,0,1.912397E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_794.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_794.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_794.jpg,0,0,0,1.001348E-05
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_861.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_861.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_861.jpg,0,0,0,1.381413E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_29_934.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_29_934.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_29_934.jpg,0,0,0,6.505688E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_30_008.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_30_008.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_30_008.jpg,0,0,0,6.524036E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_30_075.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_30_075.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_30_075.jpg,0,0,0,9.316053E-06
C:\Users\Francisco Castro\Desktop\Data\IMG\center_2021_03_16_20_53_30_142.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\left_2021_03_16_20_53_30_142.jpg,C:\Users\Francisco Castro\Desktop\Data\IMG\right_2021_03_16_20_53_30_142.jpg,0,0,0,1.240844E-05
